UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,OriginalTweetClean,PredictedSentiment,PredictedSentimentNB,PredictedSentimentRF
2354,47306,Alberta Canada,14-03-2020,"Instead of hoping for the charity of others to get us by, it's time we DEMAND they share the wealth. Everyone needs food, shelter and safety.

#coronavirus #UBI #SickWorkersStayHome",Extremely Positive,instead hope charity time demand share wealth need food shelter safety,0,0,0
2355,47307,"Daytona Beach, FL",14-03-2020,Floridas leading grocery store says the move will give employees more time to clean stores and stock shelves as the state deals with COVID-19. https://t.co/ykimcITgRP,Positive,florida lead grocery store say employee time clean store stock shelf state deal,0,0,0
2356,47308,Grafton NSW,14-03-2020,"@DaisyFuentes I live in Australia in a country town and there were adults fighting over toilet paper in the supermarket?We only wanted one packet?People need to understand you have the #Covid_19 hoarding not only toilet paper but tissues, hand sanitizers,",Positive,live australia country town adult fight toilet paper supermarketwe want packetpeople need understand hoard not toilet paper tissue hand sanitizer,0,0,0
2357,47309,,14-03-2020,"@CMOMaharashtra Masks and sanitizers being sold at exorbitant prices in Lonavala. Please take action against this shop Natraj Medicos Lonavala. @MoHFW_INDIA 

#COVID19india #COVID2019 https://t.co/Y6hR38fudH",Positive,mask sanitizer sell exorbitant price lonavala action shop natraj medicos lonavala,1,1,1
2358,47310,"Sparta, NJ",14-03-2020,"So...thanks to #Covid_19 what's left on your supermarket shelves?
Wrong answers only. https://t.co/BMOLsuIaOk",Neutral,sothank what s left supermarket shelf wrong answer,2,2,2
2359,47311,"Dandenong Ranges, Australia",14-03-2020,"Went to supermarket in Emerald,  busiest I've seen it in the 6months I've lived in the area. Not much cheese except for specialty cheeses, no pasta, tinned tomatoes, flour, TP or tissues and a run on kitty litter! #Covid_19 #DandenongRanges",Negative,go supermarket emerald busiest I ve see I ve live area not cheese specialty cheese no pasta tin tomatoe flour tp tissue run kitty litter,2,2,2
2360,47312,Islamabad,14-03-2020,Getting public areas disinfected around the city. https://t.co/I0LcFBwkq8,Neutral,get public area disinfect city,1,1,1
2361,47313,Cumberland,14-03-2020,"Some #Coronavirus Do's and Don'ts.

DO:
- Listen to Govt advice
- Wash your hands
- Avoid large groups
- Minimise unnecessary social contact

DONT:
- Touch your face
- Hoard large stock of food/toilet roll
- Eat bats",Negative,do dont listen govt advice wash hand avoid large group minimise unnecessary social contact do not touch face hoard large stock foodtoilet roll eat bat,0,0,0
2362,47314,,14-03-2020,"My partner after going to the supermarket: ""It's like Christmas, but without the good will.""

#Covid_19 #coronapocalypse #panicbuying",Negative,partner go supermarket like christmas good,0,0,0
2363,47315,"Lake Worth Beach, FL",14-03-2020,"Son in-law just told me he is seeing #toiletpaper on @offerup for $7 a roll ... perhaps it's time to remind people that there are #pricegouging
laws during a national emergency &gt;&gt; Price Gouging Laws by State #COVID2019
https://t.co/6qU0VSubzH",Positive,son inlaw tell see roll time remind people law national emergency price gouging law state,2,2,2
2364,47316,"Anchorage, AK",14-03-2020,"How people are forming line at Costco at 7 degree weather outside. Crazy. Too cold for me to standing outside. Online shopping it is. 
.
.
.
.
.
.
#babyitscoldoutside #coronavirus #alaska #groceryshopping https://t.co/JZGOlrbot7",Negative,people form line costco degree weather outside crazy cold standing outside online shopping,2,2,2
2365,47317,"Victoria, British Columbia",14-03-2020,@Nattythescotok @azgermangirl This may become the lasting symbol of Covid-19. At least Italy and Spain have bidets. Might be time for an upgrade. Would make more sense to stock up on food. Just maybe not a lot of dried beans. LOL.,Positive,last symbol italy spain bidets time upgrade sense stock food maybe not lot dry bean lol,0,0,0
2366,47318,Thermopylae,14-03-2020,"Squares are at a premium...I need to raise the prices just to cover the expenses of those mini zip-loc bags...that and cut the product with the cheap shit paper from the gas station.
#coronavirus 
#coronapocalypse 
#Covid_19 
#COVID?19 
#toiletpaper 
#toiletpapercrisis https://t.co/XMkzKZvkkU",Extremely Negative,square premiumi need raise price cover expense mini ziploc bagsthat cut product cheap shit paper gas station,2,2,2
2367,47319,New ep. every other Friday!,14-03-2020,"OK.......I've had enough.

The grocery store took away all the ready made food that I can eat.  I have a very limited diet and work 12 hour night shifts, do 2 podcasts, and I'm in grad school.  There's no more TP or Wifey food.  

STOP PANICKING ABOUT #coronavirus !!!!!!",Extremely Negative,okive grocery store take away ready food eat limited diet work hour night shift podcast I m grad school there s no tp wifey food stop panic,2,2,2
2368,47320,From Kabul??Live in Canada?,14-03-2020,"Most of us will only hv mild disease, if infected 
#COVID_19 is not to panic about, but take precautions-wash ur hands, keep ur home &amp; car clean, avoid big social gatherings, eat nutritious food, drink plenty of water. Exercise &amp; quit smoking (smokers are at higher risk) https://t.co/1tPe5H4H85",Neutral,hv mild disease infect not panic precautionswash ur hand ur home car clean avoid big social gathering eat nutritious food drink plenty water exercise quit smoking smoker high risk,0,0,0
2369,47321,,14-03-2020,"Decided to visit the grocery store:
No bananas or grapes, half the apples &amp; melons, &amp; most of the potatoes
No hand sanitizer/wipes at all
No fresh chicken or turkey
No ground beef but still some steak/roasts

Plenty of milk, boxed foods, &amp; snacks

#CoronaVirus #PanicBuying",Negative,decide visit grocery store no bananas grape half apple melon potatoe no hand sanitizerwipe no fresh chicken turkey no ground beef steakroast plenty milk box food snack,2,2,2
2370,47322,America ??,14-03-2020,Amazon has a grocery store in Seattle. Scan your Amazon code on your phone app as you walk in. Grab a bag. Begin putting items in your bag. No scanning needed. Walk out. No cashiers or even a self checkout line. Perfect for the isolationists!!! #AmazonGo #CoronaVirus,Positive,amazon grocery store seattle scan amazon code phone app walk grab bag begin put item bag no scanning need walk no cashier self checkout line perfect isolationist,2,2,2
2371,47323,DFW Metroplex,14-03-2020,"People: we can't go to public events because of COVID-19.

Also people: let's flash-mob every retail store! Minimum 300 people!",Neutral,people can not public event people let flashmob retail store minimum people,0,0,0
2372,47324,Delhi,14-03-2020,"Dont chase the Sanitizer
Grandmas soap bar is better !

Alcohol-based Sanitizers are effective, but soap &amp; water is a highly efficient way of killing the virus
#coronavirus can be active outside the body for hours
Sanitizers are good, but nothing compared to a soap &amp; water wash https://t.co/47tevvWcN5",Extremely Positive,don chase sanitizer grandma soap bar well alcoholbased sanitizer effective soap water highly efficient way kill virus active outside body hour sanitizer good compare soap water wash,0,0,0
2373,47325,"Moss Side, Manchester",14-03-2020,"@michaeltalbotuk Oh, and the other sign that I'm officially a mad cat lady: my major Covid-19 panic buying by a long way is cat food. And you may want to consider this: https://t.co/J6tLHJVlnv",Extremely Negative,oh sign I m officially mad cat lady major panic buying long way cat food want consider,2,2,2
2374,47326,Northern California,14-03-2020,"Price gouging #California: illegal to charge more than 10% over price on day before emergency declared. File complaint at https://t.co/bSpa2Bc9TS  or 800-952-5225, or local police dept or sheriffs office! #coronavirus #SaturdayThoughts ?",Extremely Negative,price gouge illegal charge price day emergency declare file complaint local police dept sheriff office,2,2,2
2375,47327,,14-03-2020,#CoronaCrazy prices. I'm waiting for more good stuff from @realDonaldTrump.  Next week may see more #Covid_19 media frenzy over US #coronavirus deaths. Ready your cannons. https://t.co/5p3XtQSOUU,Positive,price I m wait good stuff week medium frenzy death ready cannon,0,0,0
2376,47328,"Texas, USA",14-03-2020,"All prices dropping down except premium and onlyfans ?????
#Covid_19",Neutral,price drop premium onlyfan,2,2,2
2377,47329,"Sheffield, England",14-03-2020,"Food isn't important, just stock up on bog roll instead...
#COVID19 #CoronaVirus https://t.co/TFwfyG7Cye",Positive,food be not important stock bog roll instead,0,0,0
2378,47330,"Tennessee, USA",14-03-2020,"Well. My life is about to solely be about work for a while.

Due to mass panic of covid-19, my store is going to be asking people to work 6 days a week. Come in early, stay late and come in on days off.

So yeah, if there was a time to not be shitty to retail folk. Its now.",Positive,life solely work mass panic store go ask people work day week come early stay late come day yeah time not shitty retail folk,0,0,0
2379,47331,,14-03-2020,These people should be removed from Amazon and prosecuted! https://t.co/t8KXZCUHXo #COVID2019,Negative,people remove amazon prosecute,0,0,0
2380,47332,United States,14-03-2020,Germans waiting for @Aldi supermarket to open up ? https://t.co/36Iy0BwJiJ,Neutral,german wait supermarket open,1,1,1
2381,47333,,14-03-2020,"? | Supermarket queue in Italy due to the #coronavirus...

According to a new rule in Italy, there needs to be at least 1 meter of distance between customers and not everyone is let into the market at once

[via @DawkinsReturns]

https://t.co/SHPj5fW86G",Neutral,supermarket queue italy accord new rule italy need meter distance customer not let market,0,0,0
2382,47334,Maldives,14-03-2020,"Internet prices need to make low at this moment.
@Dhiraagu @OoredooMaldives @ali20waheed @faya_i @MoEDmv #COVID2019",Negative,internet price need low moment,2,2,2
2383,47335,,14-03-2020,"@NBAPAdvice food bank shelves are bare as we are struggling to meet demand, and with #panickbuying it is difficult to stock up on main items, these are worrying times for all with #coronavirus but even more so when you are struggling financially. Please d",Extremely Negative,food bank shelf bare struggle meet demand difficult stock main item worry time struggle financially,2,2,2
2384,47336,Reportilandia,14-03-2020,"Ahora seguid llorando por el papel higiénico (que no he comprado porque aún tengo), seguid creando histeria y preocupación poniendo fotos de gente en pánico y estanterías vacías, que yo seguiré yendo a comercios responsables, de barrio, donde nos cuidan, hoy y siempre. GRACIAS. https://t.co/lZVdwLCcAO",Negative,ahora seguid llorando por el papel higi nico que no comprado porque tengo seguid creando histeria preocupaci poniendo fotos de gente en nico estanter vac que yo seguir yendo comercio responsable de barrio donde nos cuidan hoy siempre gracia,2,2,2
2385,47337,,14-03-2020,The toilet paper virus.##Coronavirus preparation: What to stock-up on https://t.co/mpYL7CH1aI #FoxNews,Neutral,toilet paper virus preparation stockup,1,1,1
2386,47338,Home of the Tillers,14-03-2020,"So when all this mania is over in a month or two, the grocery stores should be empty since everyone else bought the entire store up! And I can finally shop in peace! #coronavirus #coronapandemic #coronapocalypse 
@jimmyfallon",Positive,mania month grocery store buy entire store finally shop peace,1,1,1
2387,47339,"Philadelphia, PA",14-03-2020,"?s like #cannabis online shopping ? ? &amp; delivery ? is surging big time in midst of #coronavirus. Check out what @Benzinga @BzCannabis @JavierHasse found out when he talked with @GoddessDelivers CEO Zachary Pitts. ???
https://t.co/ghW8gflFfY",Positive,like online shopping delivery surge big time midst check find talk ceo zachary pitt,0,0,0
2388,47340,"Salt Lake City, UT",14-03-2020,"@kslclassifieds please take down ads for hand sanitizer, toilet paper, water, masks, gloves, etc at extravagant prices! People are trying to profit on #COVID2019 panic. Encourage them to donate those items to hospitals or medical centers. I'm flagging the",Extremely Positive,ad hand sanitizer toilet paper water mask glove etc extravagant price people try profit panic encourage donate item hospital medical center I m flag,0,0,0
2389,47341,"Davis, Ca",14-03-2020,"Now he has 1,000 more masks on order, but hes not sure what to do with them. 
Oh hey! ?????I have and idea. You could DONATE them to your local, ER, nursing home, health clinic or even a grocery store to protect the clerks. 
#coronavirus #COVID?19  https://t.co/1sVg1NYh8h",Positive,mask order not sure oh hey idea donate local er nursing home health clinic grocery store protect clerk,0,0,0
2390,47342,,14-03-2020,"Supermarkets pretty bare, online shopping not working - despite social distancing needing online shopping. Looks like #coronavirus panic has taken over. Any plans @sainsburys to address this? https://t.co/3HnUrXSbJP",Positive,supermarket pretty bare online shopping not work despite social distancing need online shopping look like panic take plan address,0,0,0
2391,47343,"Auckland City, New Zealand",14-03-2020,"RE *market labour value* employers quote when refusing wage rise, it needs to be said that today the world is relying on nurses, supermarket workers, transport workers, cleaners &amp; so on. Not fund managers, advertisers or online influencers #firstunion #Covid_19 #workersfirst",Negative,market labour value employer quote refuse wage rise need say today world rely nurse supermarket worker transport worker cleaner not fund manager advertiser online influencer,0,0,0
2392,47344,"Burlingame, CA",14-03-2020,"Mean reversion is not a law, its a tendency. What are business or consumer behaviors that may inflect permanently due to COVID-19? Ex. Remote work, house hunting online, cord cutting. Explain your reasoning. Please RT so we get more answers.",Positive,mean reversion not law tendency business consumer behavior inflect permanently ex remote work house hunt online cord cut explain reason rt answer,0,0,0
2393,47345,,14-03-2020,"If youre able, please donate to a local food bank. Not everyone has the ability to stock up and may rely heavily on local resources. #Covid_19 #humankindness #CoronaOutbreak",Positive,able donate local food bank not ability stock rely heavily local resource,0,0,0
2394,47346,China,14-03-2020,We will be closing all of our retail stores outside of Greater #China until March 27. @Apple $AAPL (Apple first announced #China store closures Jan 28. All 42 shops here finally reopened as of Mar 13.) https://t.co/lGXDryMyQ8,Positive,close retail store outside great march aapl apple announce store closure jan shop finally reopen mar,0,0,0
2395,47347,"Maryland, USA",14-03-2020,"Some helpful words as several school systems make the choice to close down schools to combat community transmission of the coronavirus.  #coronavirus  

https://t.co/4H0HWQkmkP",Positive,helpful word school system choice close school combat community transmission coronavirus,0,0,0
2396,47348,New Zealand,14-03-2020,"Sooo, here in NZ we have now 6 confirmed cases of #Covid_19. All good. Went to supermarket today, expecting to have a full-on wrestling match mid-aisle for loo paper. No such luck. In NZ people are sane. In NZ people don't hoard loo paper. Shelves full of everything. Go NZ!",Positive,sooo nz confirm case good go supermarket today expect fullon wrestling match midaisle loo paper no luck nz people sane nz people do not hoard loo paper shelf nz,2,2,2
2397,47349,United States,14-03-2020,"In China, people have dramatically shifted toward online shopping for all types of goods, including food and product delivery. Companies should invest in online as part of their push for omnichannel distribution. #covid_19 #chinaecommerce
https://t.co/mDpkG8QJSV",Neutral,china people dramatically shift online shopping type good include food product delivery company invest online push omnichannel distribution,0,0,0
2398,47350,"Orlando, Florida",14-03-2020,"STILL NEED SOME THINGS? People have been flocking to grocery stores to stock up on food and supplies, with many running out of high-demand products very quickly. https://t.co/iw3aIo701V",Negative,need thing people flock grocery store stock food supply run highdemand product quickly,2,2,2
2399,47351,Nowhere,14-03-2020,"We might all die. But we'll do it with dignity! #NoPinappleOnPizza
#coronavirus #covid_19italia #Italia #italylockdown https://t.co/7nZLbebgfV",Positive,die dignity,2,2,2
2400,47352,,14-03-2020,@TexasTribune The two most dangerous places during #COVID2019 outbreak: hospital and grocery store. #coronapocalypse #coronavirus #StateOfEmergency #NationalEmergency,Negative,dangerous place outbreak hospital grocery store,1,1,1
2401,47353,"Alberta, Canada",14-03-2020,"In a Calgary grocery store lineup, I said to my wife, ""this #coronavirus thing feels like Christmas to me"".

Why? She asked.?

""I know it's not joyous"" I said ""but it seems everybody has stepped off their rat race treadmills &amp; are open to being human"".

I expect great revival.? https://t.co/Qgtep7nLQa https://t.co/eWCXfHjuzV",Extremely Positive,calgary grocery store lineup say wife thing feel like christmas ask know not joyous say everybody step rat race treadmill open human expect great revival,0,0,0
2402,47354,jamaica,14-03-2020,"This panic shop by consumers due the coronavirus (Covid-19) shouldnt end with just shopping for food, hand sanitizers &amp; toilet paper.

Consumers I recommend should also Shop For Life Insurance As Well. Providing yourself with the Financial Ammunition needed to Fight Monetarily.",Positive,panic shop consumer coronavirus shouldn end shop food hand sanitizer toilet paper consumer recommend shop life insurance provide financial ammunition need fight monetarily,0,0,0
2403,47355,,14-03-2020,"I think I've received a #coronavirus letter from the CEO of every company of whom I'm a customer or am on a mailing list, from the pet store to the book store.  Chipolte, Boston Market, the grocery store, the convenience store...  THE QUILT SUPPLY STORE.  It is ridiculous.",Negative,think I ve receive letter ceo company I m customer mailing list pet store book store chipolte boston market grocery store convenience store quilt supply store ridiculous,0,0,0
2404,47356,"Santa Cruz, CA",14-03-2020,So we can t go to a game where people are well enough to attend but we should go to retail store giant parking lots amp congregate with symptomatic ppl swabs and collection merges Freaky 19,Negative,game people attend retail store giant parking lot amp congregate symptomatic ppl swabs collection merge freaky,0,0,0
2405,47357,,14-03-2020,@YesTheory @MrBeastYT Help elderly people and people with disabilities who cant get to shops to stock up on food and the medical supplies they may need for fear of contracting COVID-19,Negative,help elderly people people disabilitie shop stock food medical supply need fear contracting,2,2,2
2406,47358,,14-03-2020,"1/ Well fuck that. Making sure they can profit from this crisis, who are the real hoarders now? @politico
by @SarahKarlin
 #Covid_19 #COVID19 #coronavirus #COVID?19 https://t.co/ijmuESGqvn",Negative,fuck make sure profit crisis real hoarder,2,2,2
2407,47359,"Melbourne, Australia",14-03-2020,"Nonna wants everyone to CALM DOWN about toilet paper. Shes not worried, shes not camping out at the supermarket. Here are her practical tips in case you run out: 

 #Covid_19 #coronavirus https://t.co/ZZPJZ2kDft",Extremely Positive,nonna want calm toilet paper not worry not camp supermarket practical tip case run,2,2,2
2408,47360,Soul: Yorkshire. Body: London,14-03-2020,"If you can, consider donating food/time/money to your local #foodbank to help those who cant stock up for #selfisolation. @firstlovefdn does ace work in #towerhamlets to support our most vulnerable neighbours, get involved here: https://t.co/E86bLNnidG #coronavirus #COVID19",Positive,consider donate foodtimemoney local help stock ace work support vulnerable neighbour involve,0,0,0
2409,47361,Berkeley,14-03-2020,"@j0s3fk Yes, that is an additional problem. In the case of covid-19, restriction to rationed online shopping for shortage goods may be the best.",Positive,yes additional problem case restriction ration online shopping shortage good well,0,0,0
2410,47362,Here and there,14-03-2020,"Yall that panicked and hoarded essentials more than you need, and those that took advantage and unreasonably spiked prices on these items, I hope you get whats coming to you

#Covid_19",Positive,panic hoard essential need take advantage unreasonably spiked price item hope come,2,2,2
2411,47363,"Lille, France",14-03-2020,No panic buying at all in Lille despite the number of covid-19 cases in the east of France. Supermarket full of food. God bless the French ??,Negative,no panic buy lille despite number case east france supermarket food god bless french,2,2,2
2412,47364,"Wageningen, Nederland",14-03-2020,Clear in the time of #Covid_19 that consumer-friendly and rapid screening tests (with the ability to wirelessly transmit results whilst socially distancing yourself ?) are more necessary than ever before @FoodSmartphone,Extremely Positive,clear time consumerfriendly rapid screening test ability wirelessly transmit result whilst socially distance necessary,0,0,0
2413,47365,,14-03-2020,?@NourishNow? ?@hansriemer? what free or low-cost #food and/or delivery is available for #seniors at poverty in #montgomerycounty ? #coronavirus Some of us are taking no risks and not going out or cant afford to stock up for two weeks... https://t.co/oty3E9wWZ1,Extremely Negative,free lowcost andor delivery available poverty take no risk not go afford stock week,2,2,2
2414,47366,"Dallas, TX",14-03-2020,"YALL-

What if all this bum-rushing at the supermarket will just make #Covid_19 spread faster because were all butt to gut in line for food &amp; supplies? 

LMFAOOOOO",Neutral,you all bumrushe supermarket spread fast butt gut line food supply lmfaooooo,2,2,2
2415,47367,Where the vegans live,14-03-2020,Reason #37 to go #vegan - even during the #coronavirus your food options will still be in stock because no one else wants to eat them! https://t.co/C6KfQP4wOU,Negative,reason food option stock no want eat,2,2,2
2416,47368,,14-03-2020,#Coronavirus cases confirmed in the #Loop and #Northwestern campus. Protect yourself by staying home and shopping online with our 50% off discount. ?? @ Grassroots Chicago https://t.co/8raOWnuLlr,Positive,case confirm campus protect stay home shopping online discount grassroots chicago,0,0,0
2417,47369,Holyhead,14-03-2020,"Shelves will remain stocked, say supermarket chains #coronavirus #Covid_19 #stoppanicbuying  https://t.co/yYWRlNQ20R",Neutral,shelf remain stocked supermarket chain,1,1,1
2418,47370,"Bristol, England",14-03-2020,"As someone who works food retail during this Covid-19 outbreak. Not only are the NHS at risk, we are too. We handle money and cards with no hand cleaning stock supplied to us for protection, customers are clearing us out of stock and blaming us for not having anything.",Negative,work food retail outbreak not nhs risk handle money card no hand clean stock supply protection customer clear stock blaming not have,0,0,0
2419,47371,Cortez Colorado,14-03-2020,Me and my family Quarantined on February 28th here in Colorado today had to go stock up on food at Walmart and Cannabis at the legal shop now we are gonna stay in for the rest of March. #DuringMy14DayQuarantine #coronavirus #coloradocovid19 #Coloradocoronavirus #coronapocalypse,Positive,family quarantine february colorado today stock food walmart cannabis legal shop go to stay rest march,0,0,0
2420,47372,"West St Paul, MN",14-03-2020,"I can't believe how crazy going to the store is! If you all want to test out just how living life would be like under a POTUS like Bernie or Biden will be, then go try to get some TP, cleaning products or food. It's impossible bc of the panic over Covid-19...",Negative,can not believe crazy go store want test live life like potus like bernie biden try tp clean product food impossible bc panic,2,2,2
2421,47373,"West St Paul, MN",14-03-2020,"Covid-19 is causing an extreme amount of panic &amp; people are going out &amp; buying everything that they can get their hands on! This is #InsanityAtItsFinest We all need to calm down &amp; step back &amp; realize that TP &amp; clorox wipes will not expire &amp; go bad. And if you overbuy food, then",Extremely Negative,cause extreme panic people go buy hand need calm step realize tp clorox wipe not expire bad overbuy food,2,2,2
2422,47374,Kansas City Mo.,14-03-2020,Its 11pm in KCMO.  Stopped in to the local grocery store to pick up a few items &amp; I am certain there is no toilet paper in the entire metro area. I bought a case of paper towels from Costco instead.  We are officially on a 1 square ration. #Covid_19 #Overreaction https://t.co/q0JQQC3Sgc,Negative,kcmo stop local grocery store pick item certain no toilet paper entire metro area buy case paper towel costco instead officially square ration,2,2,2
2423,47375,"Berlin, Germany",14-03-2020,"Help keep people in their homes!
Drop the video game prices!
#Corona #Covid_19 #CoronavirusOutbreak

@GoogleStadia @PlayStation @Xbox @Steam @Nintendo",Positive,help people home drop video game price,0,0,0
2424,47376,"St. Catharines, Ontario",14-03-2020,"Stocking up for the weekend? Our retail store is open from 11am-5pm.

The safety of staff &amp; customers comes first,. We're following the guidelines outlined by the World Health Organization &amp; the Government of Canada regarding COVID-19.

We hope you have a happy, healthy weekend. https://t.co/c6jQcKaENo",Extremely Positive,stocking weekend retail store open safety staff customer come follow guideline outline world health organization government canada hope happy healthy weekend,0,0,0
2425,47377,"Henway Hills, Oregon",14-03-2020,"The Preschool, Primary School, Elementary School, Middle School, and High School are all going to be closed due to COVID-19. Remember to stay safe and stock up on:
Toilet Paper, Hand Soap/Sanitizer, Food, and Masks to prevent COVID-19 from infecting you.",Extremely Positive,preschool primary school elementary school middle school high school go close remember stay safe stock toilet paper hand soapsanitizer food mask prevent infect,0,0,0
2426,47378,My Vortex,14-03-2020,"Everyone in the grocery store looking at each other like...
#coronapocalypse #coronavirus #Covid_19 https://t.co/cA7o8jRR3C",Positive,grocery store look like,0,0,0
2427,47379,Uk,14-03-2020,police report an increase in cases of fraudsters cashing in on coronavirus fears with online shopping email and phone scams 19,Extremely Negative,police report increase case fraudster cash coronavirus fear online shopping email phone scam,2,2,2
2428,47380,,14-03-2020,Everyone is going insane over #Covid_19 I went to the grocery store and people were fighting over the last of the cat litter and hand sanitizer. Toilet paper has been out of stock for a few days.,Negative,go insane go grocery store people fight cat litter hand sanitizer toilet paper stock day,0,0,0
2429,47381,Carlton-McMinnville-Newberg OR,14-03-2020,"ICYMI: Apples closing ALL their retail stores outside Greater China until March 27.

If youve been to a busy Apple storepeople milling about, lots of  hands-on technologythis makes sense. Meantime dont break your phone.
 
Heres their press release: https://t.co/rXWSn0TIOA",Positive,icymi apple close retail store outside great china march ve busy apple store people mill lot handson technology make sense meantime don break phone press release,0,0,0
2430,47382,"Sleaford, England",14-03-2020,"During this time try to #shopsmall #shoplocal where possible. 

Even shopping #online you can support #smallbusinesses #familybusiness 

#covid_19 #bekind #helponeanother #letsdothis #supportsmallbusiness https://t.co/c3r1WpSaLW",Positive,time try possible shopping support,0,0,0
2431,47383,"Boone, NC",14-03-2020,"We need to STOCK UP in anticipation of a possible response or directive related to COVID-19 so we've created a SPECIFIC Amazon Wishlist.
.
FOOD Items include: black beans, shredded cheese, frozen meats, canned tuna, https://t.co/NZAoPtKliy",Positive,need stock anticipation possible response directive relate we ve create specific amazon wishlist food item include black bean shred cheese frozen meat can tuna,0,0,0
2432,47384,"Sydney, Australia",14-03-2020,Australias chief medical officer questions Victorian health advice to stock up food supplies for 2-3 weeks. We dont want to encourage mass panic-buying but it would be sensible to have 2-3 days. #coronavirusaus #insiders https://t.co/fJK5n23moj,Neutral,australia chief medical officer question victorian health advice stock food supply week don want encourage mass panicbuying sensible day,0,0,0
2433,47385,"Chattanooga, TN",14-03-2020,"Just going to leave this one here. 
Full story at 6. @WRCB https://t.co/mi8PgPqU0b https://t.co/SSsZaqVban",Negative,go leave story,1,1,1
2434,47386,,14-03-2020,"Scientists: the coronavirus is deadly, stock up and be prepared to quarantine your self

Me: I think we should get food. Food is the most important

Everyone else: NO!!! WE NEED TOILET PAPER!!!  #coronavirus #coronapocalypse #CDC #QuarantineAndChill #COVID",Neutral,scientist coronavirus deadly stock prepare quarantine self think food food important no need toilet paper,2,2,2
2435,47387,"Mumbai, India",14-03-2020,#Apple will close all its retail store for 2 weeks in #China on note of stop of spreading #coronavirus,Negative,close retail store week note stop spread,1,1,1
2436,47388,United States,14-03-2020,"Who needs toilet paper? My grocery store is selling portable bidets. Quite refreshing. 

The lady at the store said the company who makes these is called ""Turkay Baystir"".  Something like that. Sounds French.

#PortableBidet
#COVID19 
#Coronavirus
#WorkGiveVoteBlue
#Resistance https://t.co/pvamTamgul",Positive,need toilet paper grocery store sell portable bidet refreshing lady store say company makes call turkay baystir like sound french,0,0,0
2437,47389,,14-03-2020,I have 3.5 rolls of ? &amp; cant find any in stock. I know yall dont want to see my mugshot online for stealing toilet paper from fast food restaurants or gas stations so how about those ppl hoarding the TP spare a square? #COVID?19 #coronavirus #TPHoarders,Negative,roll find stock know don want mugshot online steal toilet paper fast food restaurant gas station ppl hoarding tp spare square,2,2,2
2438,47390,"Oxnard, California",14-03-2020,Crowds and wet weather didn t deter SoCal residents who flocked to stores like Target on Friday to stock up The run on essential items was fueled by increasing urgency around has the story of a shopper who braved the crowds,Extremely Positive,crowd wet weather didn deter socal resident flock store like target friday stock run essential item fuel increase urgency story shopper brave crowd,0,0,0
2439,47391,"Muscat, Oman",14-03-2020,@Baker_Reports @RwandaHealth @RURA_RWANDA @rrainfo Some pharmacies in Kigali are illegally hiking prices of face masks and hand sanitizer by exploiting the current conditions. #Covid_19. @RwandaHealth @RURA_RWANDA,Positive,pharmacy kigali illegally hike price face mask hand sanitizer exploit current condition,0,0,0
2440,47392,"Muscat, Oman",14-03-2020,@RwandaHealth Some pharmacies in Kigali are illegally hiking prices of face masks by exploiting the current conditions. #Covid_19. 5k for a face mask. Plz your inspection teams or The Public Authority for Consumer Protection have to check this illegal inf,Extremely Negative,pharmacy kigali illegally hike price face mask exploit current condition face mask plz inspection team public authority consumer protection check illegal inf,2,2,2
2441,47393,"Oakland, CA",14-03-2020,"Can't find hand sanitizer? Matt Colvin has 17,700 bottles of it.

He emptied stores across Tennessee, hoping to profit. Then Amazon pulled his listings for price gouging.

Now he's one of likely thousands of Amazon sellers sitting on stockpiles. My story:
https://t.co/YPeXEot79a",Extremely Positive,can not find hand sanitizer matt colvin bottles empty store tennessee hope profit amazon pull listing price gouging he s likely thousand amazon seller sit stockpile story,0,0,0
2442,47394,NYC,14-03-2020,Who knew that pandemic would mean my inbox being flooded by every single retail vendor Ive ever had any contact with emailing to inform me about their COVID-19 response. Didnt know I needed that info from WiFi provider and a store I bought a bag of chips from ten years ago.,Neutral,know pandemic mean inbox flood single retail vendor ve contact email inform response didn know need info wifi provider store buy bag chip year ago,0,0,0
2443,47395,Berkshire ,14-03-2020,"@sainsburys how can those in isolation, whether elderly or not, be able to get shopping, when your online ordering shows you have no deliveries available for the next 3 weeks? #coronavirus https://t.co/BUq7Z3qZlz",Negative,isolation elderly not able shop online ordering show no delivery available week,2,2,2
2444,47396,,14-03-2020,"#coronapocalypse #Covid_19 #COVID19Aus #covid19australia 
Demand for IT infrastructure is going to increase during this spread and after. Education online, work from home, online shopping, online music concerts and sports. Do we have the bandwidth to support this ?",Positive,demand infrastructure go increase spread education online work home online shopping online music concert sport bandwidth support,0,0,0
2445,47397,,14-03-2020,"Wiping down everything at the airport and on the plane. kayak best travel prices search engine ??

#covid_19 #wipemedown #tickets #plane #whateverhappens #saturday  #cheaptickets #kayak https://t.co/t4jOyKPQtJ",Extremely Positive,wipe airport plane kayak good travel price search engine,0,0,0
2446,47398,"Reading, England",14-03-2020,"Last week it was bog roll the the dickheads were stockpiling, and now you cant get tinned food at Morrisons in Reading. If everyone just shopped normally the shops would keep stock levels up where they need to be! Selfish wankers!! #coronavirus #coronavirusuk",Negative,week bog roll dickhead stockpile tin food morrison reading shop normally shop stock level need selfish wanker,2,2,2
